meter_id,locality,feeder_id,category,lat,lon,flag_status,confidence_score,anomaly_type,explanation_text,shap_top_feature_1,shap_top_feature_2,shap_top_feature_3,days_anomalous,personal_baseline_kwh,peer_baseline_kwh,deviation_pct
MET_067,Indiranagar,F02,Commercial,12.98094060378726,77.63991110921161,FLAGGED,100,FEEDER_LOSS,Meter MET_067 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Indiranagar Commercial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,z_personal,rolling_std_7d,31,0.5519532726392566,0.5519532726392568,-2.0114438661019976e-14
MET_068,Indiranagar,F02,Residential,12.97251677482199,77.63673768367516,NORMAL,50,NORMAL,Meter MET_068 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,29,0.4156506824149947,0.4156506824149947,0.0
MET_069,Indiranagar,F02,Residential,12.9796540553898,77.64415250627158,NORMAL,50,NORMAL,Meter MET_069 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,27,0.41584157729027066,0.41584157729027066,0.0
MET_070,Indiranagar,F02,Commercial,12.986386923566767,77.65245544986402,FLAGGED,100,FEEDER_LOSS,Meter MET_070 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Indiranagar Commercial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,consumption_kwh,rolling_std_7d,43,0.5517611270789102,0.5517611270789102,0.0
MET_071,Indiranagar,F02,Industrial,12.980057637733104,77.63684184751988,NORMAL,50,NORMAL,Meter MET_071 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~1.69 kWh/interval vs peer cluster ~1.69 in Indiranagar Industrial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,23,1.6895608802936144,1.6895608802936144,0.0
MET_072,Indiranagar,F02,Residential,12.969871814877076,77.64187084584937,NORMAL,50,NORMAL,Meter MET_072 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,27,0.41586439394746016,0.41586439394746016,0.0
MET_073,Indiranagar,F02,Commercial,12.97514823561876,77.63913857095928,FLAGGED,100,FEEDER_LOSS,Meter MET_073 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Indiranagar Commercial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,z_personal,consumption_kwh,33,0.5515478214084051,0.5515478214084051,0.0
MET_074,Indiranagar,F02,Residential,12.975951612803762,77.64023683645433,FLAGGED,100,FEEDER_LOSS,Meter MET_074 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.33 kWh/interval vs peer cluster ~0.33 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,rolling_mean_24h,rolling_std_7d,day_of_week,14,0.32867736049838886,0.32867736049838886,0.0
MET_075,Indiranagar,F02,Residential,12.982663920923152,77.64142819426978,NORMAL,50,NORMAL,Meter MET_075 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,28,0.41560465028687954,0.41560465028687954,0.0
MET_076,Indiranagar,F02,Commercial,12.977765460651844,77.6366573849887,FLAGGED,100,FEEDER_LOSS,Meter MET_076 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Indiranagar Commercial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,consumption_kwh,z_personal,41,0.5517985021460855,0.5517985021460855,0.0
MET_077,Indiranagar,F02,Residential,12.971701268221183,77.6388547683637,NORMAL,50,NORMAL,Meter MET_077 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,29,0.4153608800570067,0.4153608800570067,0.0
MET_078,Indiranagar,F02,Industrial,12.978184869796728,77.64787171965432,FLAGGED,100,FEEDER_LOSS,Meter MET_078 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Indiranagar Industrial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,rolling_mean_24h,29,1.440538706594564,1.440538706594564,0.0
MET_079,Indiranagar,F02,Commercial,12.978921098085891,77.6447309580441,FLAGGED,100,FEEDER_LOSS,Meter MET_079 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Indiranagar Commercial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,z_personal,47,0.5517246576165401,0.5517246576165401,0.0
MET_080,Indiranagar,F02,Residential,12.976402817605845,77.63606022493433,FLAGGED,100,FEEDER_LOSS,Meter MET_080 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,consumption_kwh,26,0.4154448760677804,0.4154448760677804,0.0
MET_081,Indiranagar,F02,Residential,12.974539532951072,77.63789909574186,NORMAL,50,NORMAL,Meter MET_081 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,24,0.41522442851338687,0.4152244285133869,-1.3368951203088509e-14
MET_082,Indiranagar,F02,Commercial,12.98691387892974,77.6375144532831,FLAGGED,100,FEEDER_LOSS,Meter MET_082 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Indiranagar Commercial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,rolling_mean_24h,32,0.5513109491493295,0.5513109491493295,0.0
MET_083,Indiranagar,F02,Residential,12.981753956814948,77.63718829128766,NORMAL,50,NORMAL,Meter MET_083 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,15,0.4154271369630669,0.4154271369630668,1.3362427798305578e-14
MET_084,Indiranagar,F02,Residential,12.982126292051497,77.64233980386442,NORMAL,50,NORMAL,Meter MET_084 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,24,0.415925308552414,0.415925308552414,0.0
MET_085,Indiranagar,F02,Industrial,12.977773448409367,77.64063694989545,FLAGGED,100,FEEDER_LOSS,Meter MET_085 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Indiranagar Industrial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,rolling_std_7d,day_of_week,rolling_mean_24h,24,1.440479808506449,1.440479808506449,0.0
MET_086,Indiranagar,F02,Residential,12.975780849218284,77.64258428880592,NORMAL,50,NORMAL,Meter MET_086 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,20,0.4160076280422605,0.4160076280422605,0.0
MET_087,Indiranagar,F02,Residential,12.976580066078638,77.63589757694493,NORMAL,50,NORMAL,Meter MET_087 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,19,0.41555383018020764,0.41555383018020764,0.0
MET_088,Indiranagar,F02,Commercial,12.973288249702724,77.64149035167088,FLAGGED,100,FEEDER_LOSS,Meter MET_088 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Indiranagar Commercial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,hour_of_day,consumption_kwh,31,0.5513080433526946,0.5513080433526945,2.0137979810225645e-14
MET_089,Indiranagar,F02,Residential,12.984716365025642,77.64143996645429,NORMAL,50,NORMAL,Meter MET_089 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,24,0.41522799720426085,0.4152279972042609,-1.3368836303191407e-14
MET_090,Indiranagar,F02,Residential,12.97792544669556,77.64194330455841,NORMAL,50,NORMAL,Meter MET_090 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,24,0.41614250147920345,0.41614250147920345,0.0
MET_091,Indiranagar,F02,Commercial,12.983624006966828,77.64167753000545,FLAGGED,100,FEEDER_LOSS,Meter MET_091 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Indiranagar Commercial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,consumption_kwh,z_personal,40,0.5514341518038133,0.5514341518038133,0.0
MET_092,Indiranagar,F02,Industrial,12.976756291076663,77.64522515484023,FLAGGED,100,FEEDER_LOSS,Meter MET_092 flagged: stages IF/peer/feeder = 1/1/1. Personal baseline ~4.33 kWh/interval vs peer cluster ~4.33 in Indiranagar Industrial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,rolling_std_7d,day_of_week,rolling_mean_24h,26,4.327344415387265,4.327344415387265,0.0
MET_093,Indiranagar,F02,Residential,12.980115025753848,77.64694302396798,FLAGGED,100,FEEDER_LOSS,Meter MET_093 flagged: stages IF/peer/feeder = 0/1/1. Personal baseline ~1.25 kWh/interval vs peer cluster ~1.25 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,consumption_kwh,25,1.2459986474269324,1.2459986474269322,1.7820613640598067e-14
MET_094,Indiranagar,F02,Commercial,12.979132937748888,77.63590212387312,FLAGGED,100,FEEDER_LOSS,Meter MET_094 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Indiranagar Commercial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,z_personal,37,0.5517457285726971,0.5517457285726971,0.0
MET_095,Indiranagar,F02,Residential,12.972927363203018,77.64740371172893,NORMAL,50,NORMAL,Meter MET_095 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,18,0.41560278842399834,0.41560278842399834,0.0
MET_096,Indiranagar,F02,Residential,12.985294662883131,77.64008192314687,NORMAL,50,NORMAL,Meter MET_096 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,31,0.41586826549829886,0.4158682654982988,1.334825372278494e-14
MET_097,Indiranagar,F02,Commercial,12.976867250715456,77.64664577716897,FLAGGED,100,FEEDER_LOSS,Meter MET_097 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Indiranagar Commercial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,z_personal,consumption_kwh,50,0.5518605450783153,0.5518605450783153,0.0
MET_098,Indiranagar,F02,Residential,12.973971817271826,77.63722109192418,NORMAL,50,NORMAL,Meter MET_098 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Indiranagar Residential. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,31,0.4159738270108734,0.41597382701087343,-1.3344866341748656e-14
MET_099,Indiranagar,F02,Industrial,12.980973307178758,77.63922157950856,FLAGGED,100,FEEDER_LOSS,Meter MET_099 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Indiranagar Industrial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,rolling_std_7d,day_of_week,hour_of_day,24,1.4404785727256146,1.4404785727256149,-1.541464129555829e-14
MET_100,Indiranagar,F02,Commercial,12.97837951253312,77.6401462284059,FLAGGED,100,FEEDER_LOSS,Meter MET_100 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Indiranagar Commercial. Feeder F02 also shows ~26% aggregate mismatch vs meter sum.,day_of_week,consumption_kwh,rolling_mean_24h,47,0.5512811122047713,0.5512811122047713,0.0
MET_101,Whitefield,F03,Residential,12.971150298195194,77.75562992744526,NORMAL,50,NORMAL,Meter MET_101 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,33,0.41611576605763695,0.41611576605763695,0.0
MET_102,Whitefield,F03,Residential,12.970162339627606,77.75257575517311,FLAGGED,100,FEEDER_LOSS,Meter MET_102 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,hour_of_day,27,0.41555996982031385,0.4155599698203138,1.3358156526784953e-14
MET_103,Whitefield,F03,Commercial,12.961599311595876,77.74980512639227,FLAGGED,100,FEEDER_LOSS,Meter MET_103 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,consumption_kwh,rolling_mean_24h,40,0.5508270692076221,0.5508270692076221,0.0
MET_104,Whitefield,F03,Residential,12.966427078918828,77.74512474775831,NORMAL,50,NORMAL,Meter MET_104 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,29,0.41580543068471315,0.41580543068471315,0.0
MET_105,Whitefield,F03,Residential,12.966287390532283,77.7486635062372,NORMAL,50,NORMAL,Meter MET_105 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,21,0.4151168571882862,0.4151168571882862,0.0
MET_106,Whitefield,F03,Industrial,12.973463610169423,77.74469442912904,FLAGGED,100,FEEDER_LOSS,Meter MET_106 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Whitefield Industrial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,consumption_kwh,z_personal,24,1.4394034941101705,1.4394034941101705,0.0
MET_107,Whitefield,F03,Residential,12.969922525970375,77.74806332226666,FLAGGED,100,FEEDER_LOSS,Meter MET_107 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,hour_of_day,20,0.41582517760456206,0.41582517760456206,0.0
MET_108,Whitefield,F03,Residential,12.968489307622551,77.75401103130122,NORMAL,50,NORMAL,Meter MET_108 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,24,0.4151265859881708,0.41512658598817087,-1.3372102174356916e-14
MET_109,Whitefield,F03,Commercial,12.971952461748016,77.75534959242977,FLAGGED,100,FEEDER_LOSS,Meter MET_109 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,consumption_kwh,z_personal,39,0.5516383380320615,0.5516383380320616,-2.012592215011404e-14
MET_110,Whitefield,F03,Residential,12.969181977283,77.74721622955332,NORMAL,50,NORMAL,Meter MET_110 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,32,0.4155852580570316,0.4155852580570316,0.0
MET_111,Whitefield,F03,Residential,12.968904564732478,77.75096998716508,NORMAL,50,NORMAL,Meter MET_111 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,14,0.41548966139337834,0.41548966139337834,0.0
MET_112,Whitefield,F03,Commercial,12.970506293433814,77.74566244771107,FLAGGED,100,FEEDER_LOSS,Meter MET_112 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,consumption_kwh,34,0.5512833938432532,0.5512833938432532,0.0
MET_113,Whitefield,F03,Industrial,12.97016195912651,77.75091291332056,FLAGGED,100,FEEDER_LOSS,Meter MET_113 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Whitefield Industrial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,rolling_std_7d,day_of_week,rolling_mean_24h,27,1.4414950486140639,1.4414950486140639,0.0
MET_114,Whitefield,F03,Residential,12.979869896150134,77.75750737844513,NORMAL,50,NORMAL,Meter MET_114 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,23,0.4159550704598122,0.41595507045981217,1.3345468098247664e-14
MET_115,Whitefield,F03,Commercial,12.966387026597763,77.7488504665538,FLAGGED,100,FEEDER_LOSS,Meter MET_115 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,z_personal,36,0.5522333875237475,0.5522333875237475,0.0
MET_116,Whitefield,F03,Residential,12.96394623199265,77.74763717194415,NORMAL,50,NORMAL,Meter MET_116 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,21,0.41560042752752785,0.41560042752752785,0.0
MET_117,Whitefield,F03,Residential,12.97106242001436,77.75482341448355,NORMAL,50,NORMAL,Meter MET_117 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,18,0.41540479952349,0.41540479952349,0.0
MET_118,Whitefield,F03,Commercial,12.966883664649025,77.74738341423974,FLAGGED,100,FEEDER_LOSS,Meter MET_118 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,consumption_kwh,34,0.5521450167141531,0.5521450167141531,0.0
MET_119,Whitefield,F03,Residential,12.961210843881044,77.74934933631782,NORMAL,50,NORMAL,Meter MET_119 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,29,0.4152455437933066,0.41524554379330664,-1.3368271390502665e-14
MET_120,Whitefield,F03,Industrial,12.96555034235256,77.74788224229053,FLAGGED,100,FEEDER_LOSS,Meter MET_120 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Whitefield Industrial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,rolling_std_7d,day_of_week,rolling_mean_24h,25,1.441282056860321,1.441282056860321,0.0
MET_121,Whitefield,F03,Commercial,12.966292556887328,77.74962294978299,FLAGGED,100,FEEDER_LOSS,Meter MET_121 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,consumption_kwh,z_personal,42,0.5518671564936531,0.5518671564936531,0.0
MET_122,Whitefield,F03,Residential,12.962769086434571,77.74413181901843,NORMAL,50,NORMAL,Meter MET_122 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,25,0.4152357668830882,0.4152357668830882,0.0
MET_123,Whitefield,F03,Residential,12.978316988448112,77.7448503096749,FLAGGED,100,FEEDER_LOSS,Meter MET_123 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,consumption_kwh,17,0.4151729632189473,0.41517296321894737,-1.337060843289625e-14
MET_124,Whitefield,F03,Commercial,12.96541285768618,77.75734765411329,FLAGGED,100,FEEDER_LOSS,Meter MET_124 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,consumption_kwh,rolling_std_7d,46,0.5509981887630274,0.5509981887630274,0.0
MET_125,Whitefield,F03,Residential,12.981420268676962,77.74531373348469,NORMAL,50,NORMAL,Meter MET_125 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,28,0.415902074215761,0.415902074215761,0.0
MET_126,Whitefield,F03,Residential,12.968327004172847,77.75136622220376,NORMAL,50,NORMAL,Meter MET_126 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,26,0.4150638831626217,0.41506388316262177,-1.3374122269633514e-14
MET_127,Whitefield,F03,Industrial,12.976714790577622,77.74605257168629,FLAGGED,100,FEEDER_LOSS,Meter MET_127 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Whitefield Industrial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,rolling_std_7d,day_of_week,rolling_mean_24h,26,1.44137573128436,1.44137573128436,0.0
MET_128,Whitefield,F03,Residential,12.96881888861623,77.75310935030424,NORMAL,50,NORMAL,Meter MET_128 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,20,0.41567985033033084,0.41567985033033084,0.0
MET_129,Whitefield,F03,Residential,12.971539064297868,77.74849537571508,NORMAL,50,NORMAL,Meter MET_129 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,25,0.415191735160625,0.415191735160625,0.0
MET_130,Whitefield,F03,Commercial,12.969264708141935,77.74450041676651,FLAGGED,100,FEEDER_LOSS,Meter MET_130 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,consumption_kwh,z_personal,46,0.5523669494277337,0.5523669494277337,0.0
MET_131,Whitefield,F03,Residential,12.9688473050241,77.74893445003997,FLAGGED,100,FEEDER_LOSS,Meter MET_131 flagged: stages IF/peer/feeder = 0/1/1. Personal baseline ~1.25 kWh/interval vs peer cluster ~1.25 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,z_personal,25,1.2469214876907229,1.2469214876907229,0.0
MET_132,Whitefield,F03,Residential,12.970728679558505,77.74777869112472,NORMAL,50,NORMAL,Meter MET_132 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,30,0.4156466465113219,0.41564664651132194,-1.3355370889476367e-14
MET_133,Whitefield,F03,Commercial,12.97168615409018,77.75405086327127,FLAGGED,100,FEEDER_LOSS,Meter MET_133 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,consumption_kwh,49,0.5517757516986973,0.5517757516986973,0.0
